time,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,ori_1,ori_2,ori_3,ori_4,acc_1,acc_2,acc_3
1543516982.60017,-1.0,0.0,0.0,-3.0,-2.0,1.0,-3.0,-1.0,-0.40545654296875,-0.49212646484375,-0.35821533203125,0.6820068359375,0.9677734375,-0.20849609375,0.181640625
1543516982.6141615,-1.0,-3.0,2.0,-5.0,-2.0,-2.0,0.0,-3.0,-0.405517578125,-0.49212646484375,-0.35821533203125,0.6820068359375,0.96533203125,-0.20458984375,0.1806640625
1543516982.621158,-1.0,3.0,2.0,-6.0,-4.0,-3.0,0.0,1.0,-0.405517578125,-0.49212646484375,-0.35821533203125,0.6820068359375,0.96337890625,-0.201171875,0.1884765625
1543516982.6371484,-2.0,-1.0,2.0,3.0,-2.0,0.0,0.0,0.0,-0.405517578125,-0.49212646484375,-0.35821533203125,0.6820068359375,0.96337890625,-0.201171875,0.1884765625
1543516982.659136,-2.0,-5.0,2.0,-1.0,-1.0,-1.0,0.0,0.0,-0.405517578125,-0.4920654296875,-0.35821533203125,0.6820068359375,0.9599609375,-0.205078125,0.18896484375
1543516982.6741266,0.0,6.0,-5.0,-1.0,2.0,-1.0,-2.0,0.0,-0.405517578125,-0.4920654296875,-0.35821533203125,0.6820068359375,0.9638671875,-0.2021484375,0.185546875
1543516982.681123,-6.0,-7.0,-3.0,3.0,0.0,1.0,-1.0,0.0,-0.405517578125,-0.4920654296875,-0.358154296875,0.6820068359375,0.966796875,-0.20751953125,0.1962890625
1543516982.704112,-1.0,-2.0,-3.0,3.0,0.0,-1.0,1.0,1.0,-0.405517578125,-0.4920654296875,-0.358154296875,0.6820068359375,0.966796875,-0.20751953125,0.1962890625
1543516982.7191036,2.0,0.0,-2.0,-2.0,-3.0,-1.0,-1.0,-2.0,-0.405517578125,-0.4920654296875,-0.358154296875,0.68206787109375,0.96240234375,-0.212890625,0.18701171875
1543516982.7340922,-2.0,-7.0,-7.0,-1.0,-1.0,2.0,0.0,-2.0,-0.40545654296875,-0.4921875,-0.358154296875,0.6820068359375,0.96337890625,-0.2060546875,0.18310546875
1543516982.7410903,-3.0,8.0,-3.0,-2.0,-1.0,-2.0,-2.0,-3.0,-0.40521240234375,-0.492431640625,-0.35821533203125,0.68194580078125,0.96337890625,-0.19970703125,0.18701171875
1543516982.7570822,2.0,0.0,-3.0,-1.0,-3.0,-2.0,-1.0,-2.0,-0.40521240234375,-0.492431640625,-0.35821533203125,0.68194580078125,0.96337890625,-0.19970703125,0.18701171875
