time,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,ori_1,ori_2,ori_3,ori_4,acc_1,acc_2,acc_3
1543516989.3343024,-13.0,-10.0,5.0,1.0,0.0,1.0,0.0,-16.0,-0.4027099609375,-0.4964599609375,-0.35369873046875,0.682861328125,0.96044921875,-0.2255859375,0.18603515625
1543516989.3573086,12.0,11.0,2.0,-9.0,3.0,1.0,-2.0,2.0,-0.40252685546875,-0.49658203125,-0.3533935546875,0.68304443359375,0.96435546875,-0.21923828125,0.17724609375
1543516989.3712835,-7.0,23.0,17.0,2.0,-2.0,-7.0,-3.0,-12.0,-0.40228271484375,-0.49700927734375,-0.3531494140625,0.6829833984375,0.953125,-0.2041015625,0.1748046875
1543516989.3782768,35.0,34.0,-3.0,-1.0,0.0,-1.0,1.0,27.0,-0.40191650390625,-0.49755859375,-0.3529052734375,0.68292236328125,0.9609375,-0.197265625,0.17919921875
1543516989.3943212,18.0,2.0,3.0,-5.0,-2.0,0.0,-6.0,7.0,-0.40191650390625,-0.49755859375,-0.3529052734375,0.68292236328125,0.9609375,-0.197265625,0.17919921875
1543516989.4172544,-19.0,39.0,-4.0,-6.0,-9.0,-23.0,-32.0,-31.0,-0.40240478515625,-0.49774169921875,-0.3529052734375,0.6824951171875,0.9638671875,-0.2099609375,0.17333984375
1543516989.4303043,-40.0,-87.0,9.0,-18.0,-10.0,-1.0,-4.0,-25.0,-0.40301513671875,-0.49798583984375,-0.35308837890625,0.681884765625,0.96240234375,-0.20947265625,0.17041015625
1543516989.4392612,5.0,49.0,-8.0,6.0,24.0,6.0,-12.0,32.0,-0.40380859375,-0.4984130859375,-0.35321044921875,0.6810302734375,0.96142578125,-0.23095703125,0.1748046875
1543516989.454289,1.0,-75.0,-52.0,-54.0,-52.0,-18.0,25.0,-76.0,-0.40380859375,-0.4984130859375,-0.35321044921875,0.6810302734375,0.96142578125,-0.23095703125,0.1748046875
1543516989.477223,-11.0,-76.0,11.0,45.0,6.0,36.0,-11.0,-51.0,-0.40399169921875,-0.498779296875,-0.35369873046875,0.680419921875,0.9609375,-0.23388671875,0.1962890625
1543516989.4902668,-26.0,24.0,-4.0,60.0,-10.0,-11.0,-12.0,-16.0,-0.4012451171875,-0.49969482421875,-0.35455322265625,0.680908203125,0.9599609375,-0.2041015625,0.2451171875
1543516989.4992094,-31.0,-52.0,6.0,-22.0,-16.0,0.0,-33.0,-32.0,-0.3922119140625,-0.50384521484375,-0.35662841796875,0.6820068359375,1.037109375,0.02783203125,0.328125
1543516989.5142517,71.0,-60.0,17.0,-8.0,15.0,3.0,-54.0,121.0,-0.3922119140625,-0.50384521484375,-0.35662841796875,0.6820068359375,1.037109375,0.02783203125,0.328125
1543516989.5371864,99.0,87.0,6.0,-78.0,-14.0,-19.0,-11.0,-20.0,-0.38543701171875,-0.50372314453125,-0.35943603515625,0.68450927734375,1.064453125,-0.1259765625,0.3369140625
1543516989.5501785,-59.0,97.0,73.0,50.0,29.0,-17.0,-70.0,-52.0,-0.384033203125,-0.5037841796875,-0.3594970703125,0.68524169921875,0.89794921875,-0.18359375,0.15087890625
1543516989.5591795,104.0,46.0,-23.0,-35.0,-50.0,17.0,83.0,85.0,-0.385986328125,-0.501708984375,-0.35931396484375,0.68572998046875,0.990234375,-0.306640625,0.181640625
1543516989.5742188,14.0,106.0,-8.0,14.0,-7.0,16.0,-54.0,-91.0,-0.385986328125,-0.501708984375,-0.35931396484375,0.68572998046875,0.990234375,-0.306640625,0.181640625
1543516989.5801797,-11.0,106.0,-18.0,-16.0,-20.0,-27.0,3.0,28.0,-0.37713623046875,-0.505126953125,-0.357421875,0.6890869140625,0.97802734375,-0.072265625,0.17724609375
1543516989.5961819,14.0,-80.0,-77.0,-15.0,32.0,5.0,-18.0,-53.0,-0.37713623046875,-0.505126953125,-0.357421875,0.6890869140625,0.97802734375,-0.072265625,0.17724609375
1543516989.603149,-23.0,-128.0,92.0,29.0,-38.0,-6.0,-57.0,-73.0,-0.37652587890625,-0.50469970703125,-0.36041259765625,0.688232421875,0.943359375,-0.095703125,0.1982421875
1543516989.627136,32.0,109.0,12.0,20.0,38.0,-10.0,-21.0,-52.0,-0.37652587890625,-0.50469970703125,-0.36041259765625,0.688232421875,0.943359375,-0.095703125,0.1982421875
1543516989.6341305,-81.0,-13.0,16.0,50.0,10.0,25.0,8.0,127.0,-0.3773193359375,-0.50445556640625,-0.36273193359375,0.686767578125,0.9306640625,-0.1650390625,0.177734375
1543516989.641126,-49.0,52.0,-7.0,92.0,24.0,14.0,-82.0,-114.0,-0.3770751953125,-0.50567626953125,-0.36376953125,0.6854248046875,0.9638671875,-0.16455078125,0.1630859375
