emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,acc_1,acc_2,acc_3,ori_1,ori_2,ori_3,ori_4
-2.0,-5.0,1.0,-4.0,-2.0,-4.0,-2.0,-3.0,0.96337890625,-0.20361328125,0.18603515625,-0.4052734375,-0.49237060546875,-0.358154296875,0.68194580078125
9.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,0.0,0.96337890625,-0.20361328125,0.18798828125,-0.4052734375,-0.49237060546875,-0.358154296875,0.68194580078125
1.0,-23.0,7.0,-10.0,-6.0,-8.0,-4.0,0.0,0.96826171875,-0.1962890625,0.18359375,-0.40496826171875,-0.492431640625,-0.35809326171875,0.68212890625
8.0,7.0,-7.0,3.0,1.0,0.0,-1.0,1.0,0.962890625,-0.2001953125,0.19384765625,-0.40496826171875,-0.492431640625,-0.35809326171875,0.68212890625
-4.0,24.0,3.0,5.0,3.0,5.0,1.0,-1.0,0.962890625,-0.2001953125,0.19384765625,-0.40496826171875,-0.492431640625,-0.35809326171875,0.68212890625
21.0,21.0,-1.0,4.0,0.0,3.0,0.0,3.0,0.96728515625,-0.21142578125,0.18994140625,-0.40545654296875,-0.49212646484375,-0.35821533203125,0.6820068359375
-8.0,-23.0,-4.0,-12.0,-2.0,-3.0,-1.0,-6.0,0.96923828125,-0.20703125,0.197265625,-0.40545654296875,-0.4920654296875,-0.35821533203125,0.68206787109375
-18.0,-16.0,0.0,5.0,-3.0,0.0,-3.0,2.0,0.95947265625,-0.2080078125,0.19921875,-0.40545654296875,-0.4920654296875,-0.35821533203125,0.68206787109375
11.0,12.0,-1.0,-5.0,0.0,-2.0,1.0,7.0,0.95947265625,-0.2080078125,0.19921875,-0.40545654296875,-0.4920654296875,-0.35821533203125,0.68206787109375
12.0,13.0,-5.0,3.0,-3.0,-1.0,-2.0,17.0,0.966796875,-0.1982421875,0.193359375,-0.4053955078125,-0.4920654296875,-0.35821533203125,0.68206787109375
-5.0,5.0,-5.0,-5.0,-2.0,-3.0,-2.0,-3.0,0.9677734375,-0.19140625,0.189453125,-0.4053955078125,-0.4920654296875,-0.35821533203125,0.68206787109375
13.0,26.0,-7.0,-3.0,1.0,1.0,2.0,17.0,0.9638671875,-0.20751953125,0.18994140625,-0.40557861328125,-0.491943359375,-0.35833740234375,0.6820068359375
-19.0,-67.0,-10.0,-7.0,1.0,-10.0,-4.0,-5.0,0.9638671875,-0.20751953125,0.18994140625,-0.40557861328125,-0.491943359375,-0.35833740234375,0.6820068359375
-5.0,9.0,-1.0,4.0,1.0,2.0,0.0,-15.0,0.96728515625,-0.203125,0.1875,-0.40557861328125,-0.491943359375,-0.35833740234375,0.6820068359375
16.0,41.0,9.0,1.0,0.0,1.0,2.0,2.0,0.97021484375,-0.203125,0.19189453125,-0.40521240234375,-0.4920654296875,-0.3582763671875,0.68218994140625
-12.0,-64.0,-7.0,1.0,4.0,-3.0,-4.0,20.0,0.97021484375,-0.203125,0.19189453125,-0.40521240234375,-0.4920654296875,-0.3582763671875,0.68218994140625
24.0,34.0,-3.0,-18.0,-1.0,4.0,-1.0,12.0,0.96337890625,-0.19384765625,0.18603515625,-0.40509033203125,-0.49224853515625,-0.3583984375,0.6820068359375
6.0,51.0,-7.0,0.0,-5.0,10.0,3.0,-7.0,0.96435546875,-0.197265625,0.1806640625,-0.40509033203125,-0.4923095703125,-0.3583984375,0.6820068359375
-1.0,-11.0,-11.0,11.0,-2.0,-3.0,5.0,23.0,0.96923828125,-0.20361328125,0.19140625,-0.4049072265625,-0.4923095703125,-0.35858154296875,0.6820068359375
3.0,30.0,-7.0,-1.0,-4.0,-4.0,0.0,-3.0,0.96923828125,-0.20361328125,0.19140625,-0.4049072265625,-0.4923095703125,-0.35858154296875,0.6820068359375
-19.0,-4.0,10.0,9.0,2.0,4.0,-2.0,-11.0,0.9609375,-0.19873046875,0.201171875,-0.4046630859375,-0.49237060546875,-0.35882568359375,0.6820068359375
-11.0,9.0,9.0,4.0,-2.0,-11.0,-3.0,-9.0,0.96728515625,-0.203125,0.18701171875,-0.4046630859375,-0.49237060546875,-0.35882568359375,0.6820068359375
-2.0,26.0,-13.0,2.0,2.0,6.0,-2.0,17.0,0.958984375,-0.208984375,0.1884765625,-0.40447998046875,-0.492431640625,-0.35882568359375,0.68206787109375
4.0,-85.0,-1.0,-15.0,-7.0,-18.0,-10.0,-4.0,0.958984375,-0.208984375,0.1884765625,-0.40447998046875,-0.492431640625,-0.35882568359375,0.68206787109375
-9.0,32.0,19.0,15.0,-12.0,-2.0,1.0,-22.0,0.96923828125,-0.19384765625,0.19384765625,-0.40411376953125,-0.49249267578125,-0.35894775390625,0.68212890625
37.0,81.0,-24.0,1.0,3.0,14.0,7.0,46.0,0.96826171875,-0.201171875,0.18701171875,-0.404052734375,-0.4925537109375,-0.359130859375,0.68206787109375
-16.0,-35.0,1.0,-7.0,-2.0,-9.0,1.0,-40.0,0.96435546875,-0.19970703125,0.19091796875,-0.4039306640625,-0.4925537109375,-0.359375,0.6820068359375
-30.0,13.0,-1.0,3.0,12.0,13.0,5.0,11.0,0.96435546875,-0.19970703125,0.19091796875,-0.4039306640625,-0.4925537109375,-0.359375,0.6820068359375
