emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,acc_1,acc_2,acc_3,ori_1,ori_2,ori_3,ori_4
-7.0,-1.0,-4.0,4.0,1.0,-1.0,-36.0,-47.0,0.9658203125,-0.15283203125,0.23876953125,-0.3878173828125,-0.48516845703125,-0.38360595703125,0.68341064453125
15.0,3.0,18.0,1.0,-3.0,-3.0,0.0,-17.0,0.9658203125,-0.16943359375,0.22705078125,-0.3878173828125,-0.48516845703125,-0.38360595703125,0.68341064453125
3.0,-6.0,6.0,2.0,0.0,-1.0,-1.0,11.0,0.96630859375,-0.1669921875,0.2236328125,-0.38739013671875,-0.48541259765625,-0.3834228515625,0.68359375
2.0,2.0,-17.0,-4.0,-3.0,-1.0,18.0,6.0,0.9609375,-0.15673828125,0.21923828125,-0.38690185546875,-0.48577880859375,-0.38323974609375,0.6837158203125
5.0,0.0,-22.0,4.0,2.0,1.0,27.0,37.0,0.96875,-0.16064453125,0.22509765625,-0.3865966796875,-0.48602294921875,-0.383056640625,0.683837890625
-15.0,-5.0,-33.0,-7.0,-4.0,-2.0,6.0,11.0,0.97021484375,-0.15478515625,0.2216796875,-0.3863525390625,-0.48614501953125,-0.3829345703125,0.68389892578125
-5.0,-8.0,-4.0,-3.0,0.0,1.0,15.0,9.0,0.96923828125,-0.1611328125,0.22607421875,-0.38641357421875,-0.48614501953125,-0.3829345703125,0.68389892578125
9.0,-2.0,-2.0,1.0,0.0,2.0,24.0,27.0,0.96875,-0.15478515625,0.23291015625,-0.38623046875,-0.48614501953125,-0.3829345703125,0.68408203125
-8.0,-4.0,-2.0,1.0,0.0,-3.0,-14.0,-15.0,0.96435546875,-0.15966796875,0.23388671875,-0.38623046875,-0.486083984375,-0.3829345703125,0.68408203125
5.0,5.0,-2.0,1.0,-1.0,1.0,-11.0,-11.0,0.96484375,-0.1630859375,0.23095703125,-0.38623046875,-0.486083984375,-0.38287353515625,0.68408203125
-2.0,-2.0,-2.0,-4.0,-3.0,-4.0,-14.0,-34.0,0.96484375,-0.1630859375,0.23095703125,-0.38623046875,-0.486083984375,-0.38287353515625,0.68408203125
-8.0,2.0,2.0,-3.0,-2.0,-2.0,-12.0,-13.0,0.9658203125,-0.1572265625,0.23193359375,-0.385986328125,-0.486083984375,-0.38287353515625,0.6842041015625
-6.0,3.0,-2.0,-2.0,-1.0,-2.0,-3.0,-2.0,0.95751953125,-0.16455078125,0.21875,-0.38604736328125,-0.48614501953125,-0.38287353515625,0.6842041015625
-1.0,4.0,3.0,3.0,5.0,-2.0,-5.0,-6.0,0.96240234375,-0.1591796875,0.228515625,-0.38604736328125,-0.48614501953125,-0.38287353515625,0.6842041015625
-2.0,-3.0,-2.0,-4.0,-4.0,-1.0,-4.0,1.0,0.96240234375,-0.1591796875,0.228515625,-0.38604736328125,-0.48614501953125,-0.38287353515625,0.6842041015625
-8.0,-5.0,-3.0,1.0,-1.0,-2.0,-2.0,3.0,0.95556640625,-0.15869140625,0.2275390625,-0.38604736328125,-0.486083984375,-0.38287353515625,0.6842041015625
-2.0,-3.0,-2.0,-3.0,4.0,-1.0,-2.0,4.0,0.966796875,-0.14501953125,0.228515625,-0.38616943359375,-0.4859619140625,-0.3831787109375,0.68402099609375
-3.0,-2.0,0.0,3.0,-3.0,-1.0,-2.0,0.0,0.9697265625,-0.14794921875,0.2412109375,-0.386474609375,-0.4853515625,-0.38397216796875,0.683837890625
-2.0,-3.0,-1.0,0.0,-4.0,1.0,0.0,1.0,0.970703125,-0.146484375,0.26171875,-0.386962890625,-0.48394775390625,-0.3853759765625,0.683837890625
0.0,-6.0,-1.0,-1.0,-3.0,0.0,-1.0,2.0,0.970703125,-0.146484375,0.26171875,-0.386962890625,-0.48394775390625,-0.3853759765625,0.683837890625
-2.0,-5.0,0.0,2.0,-1.0,1.0,-2.0,-1.0,0.95556640625,-0.16455078125,0.2431640625,-0.38824462890625,-0.482177734375,-0.3868408203125,0.68353271484375
-1.0,2.0,-1.0,-10.0,-4.0,-3.0,-1.0,0.0,0.9599609375,-0.17724609375,0.2265625,-0.39019775390625,-0.48065185546875,-0.38800048828125,0.6827392578125
-1.0,-1.0,-2.0,0.0,2.0,-1.0,-1.0,0.0,0.962890625,-0.1904296875,0.21142578125,-0.39202880859375,-0.47967529296875,-0.3887939453125,0.6820068359375
0.0,-3.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,0.95947265625,-0.19091796875,0.21142578125,-0.39306640625,-0.47930908203125,-0.38897705078125,0.6815185546875
-2.0,-1.0,-2.0,-1.0,-2.0,-4.0,-1.0,0.0,0.96044921875,-0.1728515625,0.2177734375,-0.393310546875,-0.47955322265625,-0.3887939453125,0.68133544921875
-4.0,1.0,0.0,-2.0,-1.0,-1.0,-1.0,1.0,0.9619140625,-0.14794921875,0.22900390625,-0.39324951171875,-0.47991943359375,-0.388671875,0.68115234375
