emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,acc_1,acc_2,acc_3,ori_1,ori_2,ori_3,ori_4
-15.0,-29.0,-4.0,5.0,1.0,0.0,-1.0,-2.0,0.96337890625,-0.18994140625,0.201171875,-0.4090576171875,-0.48992919921875,-0.365966796875,0.67730712890625
-11.0,8.0,0.0,3.0,3.0,5.0,1.0,-21.0,0.97265625,-0.193359375,0.20556640625,-0.4090576171875,-0.4898681640625,-0.365966796875,0.67730712890625
-16.0,20.0,-17.0,-4.0,2.0,9.0,7.0,50.0,0.97802734375,-0.2119140625,0.2099609375,-0.40911865234375,-0.48944091796875,-0.36614990234375,0.67755126953125
20.0,-30.0,8.0,-9.0,-4.0,-8.0,2.0,-10.0,0.98046875,-0.203125,0.197265625,-0.409423828125,-0.4888916015625,-0.36651611328125,0.67755126953125
-24.0,-23.0,9.0,7.0,11.0,-6.0,-10.0,15.0,0.9609375,-0.19580078125,0.189453125,-0.4091796875,-0.48870849609375,-0.36669921875,0.67767333984375
7.0,-18.0,-33.0,-3.0,-2.0,5.0,3.0,-32.0,0.9638671875,-0.17626953125,0.20166015625,-0.40850830078125,-0.48907470703125,-0.36688232421875,0.67779541015625
9.0,37.0,8.0,1.0,3.0,-1.0,-3.0,-15.0,0.98583984375,-0.18505859375,0.19873046875,-0.40740966796875,-0.48974609375,-0.36700439453125,0.6778564453125
-5.0,-58.0,38.0,7.0,-11.0,-17.0,-4.0,-26.0,0.97607421875,-0.19482421875,0.22021484375,-0.40643310546875,-0.48956298828125,-0.36724853515625,0.678466796875
43.0,5.0,2.0,6.0,-4.0,3.0,2.0,50.0,0.962890625,-0.17626953125,0.21875,-0.405517578125,-0.4891357421875,-0.36785888671875,0.678955078125
-5.0,-4.0,2.0,17.0,2.0,7.0,5.0,-51.0,0.9755859375,-0.18359375,0.185546875,-0.4052734375,-0.48876953125,-0.36846923828125,0.67901611328125
-12.0,-63.0,2.0,-5.0,10.0,-1.0,3.0,-6.0,0.96240234375,-0.22216796875,0.1982421875,-0.40509033203125,-0.48822021484375,-0.36895751953125,0.6793212890625
-19.0,31.0,-2.0,-7.0,-3.0,3.0,-4.0,29.0,0.96240234375,-0.22216796875,0.1982421875,-0.40509033203125,-0.48822021484375,-0.36895751953125,0.6793212890625
53.0,-52.0,16.0,-5.0,1.0,-5.0,-2.0,44.0,0.9560546875,-0.208984375,0.16748046875,-0.40423583984375,-0.488525390625,-0.3690185546875,0.67950439453125
-59.0,-74.0,17.0,20.0,8.0,-20.0,-13.0,-45.0,0.9658203125,-0.18359375,0.1865234375,-0.40289306640625,-0.48919677734375,-0.36920166015625,0.67974853515625
21.0,-4.0,3.0,-15.0,2.0,4.0,-10.0,30.0,0.9658203125,-0.18359375,0.1865234375,-0.40289306640625,-0.48919677734375,-0.36920166015625,0.67974853515625
-23.0,1.0,2.0,-9.0,1.0,-4.0,-22.0,-98.0,0.97412109375,-0.1533203125,0.205078125,-0.40118408203125,-0.48956298828125,-0.36962890625,0.6802978515625
37.0,39.0,3.0,-11.0,-15.0,-11.0,-11.0,38.0,0.97412109375,-0.1533203125,0.205078125,-0.40118408203125,-0.48956298828125,-0.36962890625,0.6802978515625
-37.0,-14.0,-13.0,-3.0,19.0,-7.0,-9.0,16.0,0.9619140625,-0.1845703125,0.1884765625,-0.401123046875,-0.48931884765625,-0.37042236328125,0.6800537109375
6.0,-22.0,-16.0,-3.0,-11.0,0.0,29.0,38.0,0.95947265625,-0.18896484375,0.19189453125,-0.401123046875,-0.48907470703125,-0.37103271484375,0.67987060546875
-10.0,13.0,-3.0,-10.0,-1.0,-10.0,6.0,9.0,0.95556640625,-0.19775390625,0.18408203125,-0.40081787109375,-0.4893798828125,-0.37115478515625,0.6798095703125
26.0,37.0,-26.0,6.0,-5.0,13.0,26.0,68.0,0.95556640625,-0.19775390625,0.18408203125,-0.40081787109375,-0.4893798828125,-0.37115478515625,0.6798095703125
-15.0,68.0,-18.0,-4.0,-5.0,4.0,-33.0,-73.0,0.9599609375,-0.171875,0.20166015625,-0.39990234375,-0.48980712890625,-0.37158203125,0.67974853515625
20.0,-22.0,12.0,-6.0,-15.0,-17.0,-13.0,-65.0,0.9599609375,-0.185546875,0.1962890625,-0.3995361328125,-0.49005126953125,-0.3721923828125,0.67950439453125
2.0,15.0,9.0,8.0,-8.0,3.0,-28.0,10.0,0.96044921875,-0.189453125,0.2001953125,-0.3992919921875,-0.490234375,-0.37261962890625,0.67926025390625
-22.0,-78.0,39.0,-13.0,-9.0,-21.0,-17.0,36.0,0.96044921875,-0.189453125,0.2001953125,-0.3992919921875,-0.490234375,-0.37261962890625,0.67926025390625
-27.0,16.0,-14.0,1.0,4.0,11.0,19.0,37.0,0.96484375,-0.18408203125,0.2138671875,-0.398681640625,-0.49053955078125,-0.37286376953125,0.67926025390625
-39.0,-2.0,6.0,-9.0,-10.0,-6.0,-8.0,-42.0,0.96484375,-0.1767578125,0.2060546875,-0.3980712890625,-0.49090576171875,-0.37310791015625,0.67919921875
-7.0,-49.0,-22.0,-20.0,13.0,9.0,26.0,53.0,0.97265625,-0.17822265625,0.21923828125,-0.39752197265625,-0.49102783203125,-0.37347412109375,0.67926025390625
-40.0,-89.0,-17.0,-2.0,0.0,-10.0,17.0,-32.0,0.97265625,-0.17822265625,0.21923828125,-0.39752197265625,-0.49102783203125,-0.37347412109375,0.67926025390625
18.0,28.0,-1.0,-4.0,13.0,5.0,35.0,36.0,0.9736328125,-0.17236328125,0.2080078125,-0.397216796875,-0.4910888671875,-0.373779296875,0.67919921875
12.0,81.0,18.0,14.0,9.0,-1.0,-22.0,-42.0,0.96923828125,-0.1796875,0.220703125,-0.39703369140625,-0.49102783203125,-0.37408447265625,0.67919921875
-10.0,79.0,-2.0,30.0,15.0,13.0,27.0,63.0,0.966796875,-0.1826171875,0.2109375,-0.39697265625,-0.490966796875,-0.3743896484375,0.67919921875
5.0,17.0,8.0,48.0,8.0,25.0,31.0,56.0,0.966796875,-0.1826171875,0.2109375,-0.39697265625,-0.490966796875,-0.3743896484375,0.67919921875
49.0,30.0,-25.0,-18.0,-4.0,7.0,-1.0,-6.0,0.958984375,-0.18701171875,0.2099609375,-0.39678955078125,-0.490966796875,-0.37445068359375,0.67919921875
-5.0,-20.0,-5.0,-4.0,4.0,-1.0,-15.0,-1.0,0.96484375,-0.17724609375,0.2041015625,-0.3963623046875,-0.4912109375,-0.37445068359375,0.6793212890625
-11.0,11.0,-17.0,-7.0,-4.0,5.0,-3.0,70.0,0.9580078125,-0.1689453125,0.20361328125,-0.3958740234375,-0.49151611328125,-0.37451171875,0.67926025390625
6.0,7.0,-17.0,4.0,-5.0,-8.0,-23.0,-9.0,0.9580078125,-0.1689453125,0.20361328125,-0.3958740234375,-0.49151611328125,-0.37451171875,0.67926025390625
-17.0,-50.0,1.0,-3.0,-4.0,-10.0,-40.0,-77.0,0.9638671875,-0.16943359375,0.212890625,-0.39544677734375,-0.49169921875,-0.37469482421875,0.6793212890625
-11.0,-10.0,13.0,14.0,11.0,2.0,-15.0,5.0,0.962890625,-0.1669921875,0.21337890625,-0.39508056640625,-0.49176025390625,-0.3748779296875,0.67938232421875
-1.0,-28.0,9.0,-11.0,-7.0,-7.0,-13.0,-36.0,0.96875,-0.171875,0.2099609375,-0.3948974609375,-0.4918212890625,-0.3748779296875,0.679443359375
5.0,23.0,-10.0,2.0,-2.0,10.0,13.0,4.0,0.96875,-0.171875,0.2099609375,-0.3948974609375,-0.4918212890625,-0.3748779296875,0.679443359375
