time,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,ori_1,ori_2,ori_3,ori_4,acc_1,acc_2,acc_3
1536691264.9599776,3.0,-1.0,-1.0,-4.0,2.0,-2.0,8.0,8.0,-0.2252197265625,0.5380859375,0.6632080078125,0.46881103515625,-0.8037109375,0.4765625,0.3056640625
1536691265.019943,-7.0,-10.0,-16.0,-8.0,-5.0,3.0,-11.0,-2.0,-0.233154296875,0.5333251953125,0.6617431640625,0.472412109375,-0.8310546875,0.466796875,0.3056640625
1536691265.0809085,-1.0,6.0,3.0,-7.0,4.0,2.0,10.0,-3.0,-0.23583984375,0.5294189453125,0.6619873046875,0.47515869140625,-0.82958984375,0.4658203125,0.330078125
1536691265.1408741,1.0,-2.0,-9.0,0.0,-7.0,-5.0,-4.0,-6.0,-0.23663330078125,0.5262451171875,0.66314697265625,0.4766845703125,-0.81640625,0.48095703125,0.3408203125
1536691265.20084,-5.0,0.0,2.0,9.0,1.0,1.0,-4.0,-11.0,-0.23504638671875,0.52374267578125,0.6649169921875,0.477783203125,-0.8046875,0.48291015625,0.3486328125
1536691265.2608056,5.0,0.0,2.0,21.0,-2.0,4.0,6.0,6.0,-0.23175048828125,0.52081298828125,0.66778564453125,0.47857666015625,-0.79736328125,0.48046875,0.36376953125
1536691265.3207712,-1.0,-2.0,5.0,51.0,-19.0,-8.0,-2.0,3.0,-0.22967529296875,0.51898193359375,0.66973876953125,0.478759765625,-0.79443359375,0.48095703125,0.36865234375
1536691265.3807364,-4.0,2.0,2.0,-31.0,-8.0,-6.0,1.0,-11.0,-0.22918701171875,0.518798828125,0.67022705078125,0.47857666015625,-0.81201171875,0.490234375,0.37646484375
1536691265.440702,-2.0,-3.0,-6.0,-5.0,0.0,-9.0,-1.0,-7.0,-0.22918701171875,0.51898193359375,0.6702880859375,0.47821044921875,-0.81201171875,0.49365234375,0.373046875
1536691265.500668,-3.0,-1.0,-4.0,-1.0,-10.0,-3.0,0.0,-3.0,-0.228515625,0.5185546875,0.67083740234375,0.47833251953125,-0.8115234375,0.4892578125,0.37060546875
1536691265.5606337,-1.0,-2.0,-3.0,-1.0,-5.0,-1.0,-1.0,3.0,-0.22784423828125,0.518310546875,0.67144775390625,0.47802734375,-0.80322265625,0.4921875,0.3798828125
1536691265.613608,0.0,2.0,-3.0,-21.0,3.0,1.0,11.0,15.0,-0.227294921875,0.51873779296875,0.67156982421875,0.4776611328125,-0.80419921875,0.49951171875,0.37158203125
1536691265.6665745,4.0,-1.0,-1.0,3.0,-5.0,-4.0,-2.0,0.0,-0.2276611328125,0.51885986328125,0.671630859375,0.47723388671875,-0.82666015625,0.49853515625,0.37890625
1536691265.7255397,-5.0,0.0,0.0,13.0,0.0,-2.0,-1.0,-3.0,-0.22808837890625,0.51861572265625,0.67181396484375,0.47705078125,-0.82958984375,0.5,0.37451171875
