emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,acc_1,acc_2,acc_3,ori_1,ori_2,ori_3,ori_4
4.0,9.0,-5.0,9.0,1.0,-1.0,-3.0,-7.0,0.96337890625,-0.21826171875,0.15966796875,-0.4044189453125,-0.4937744140625,-0.35516357421875,0.68304443359375
-4.0,-4.0,-2.0,4.0,-1.0,9.0,0.0,-4.0,0.96337890625,-0.21826171875,0.15966796875,-0.4044189453125,-0.4937744140625,-0.35516357421875,0.68304443359375
-1.0,-26.0,-9.0,0.0,1.0,-4.0,-1.0,-16.0,0.96435546875,-0.18994140625,0.173828125,-0.40411376953125,-0.4940185546875,-0.3553466796875,0.68292236328125
70.0,60.0,-29.0,9.0,7.0,16.0,13.0,16.0,0.95703125,-0.23486328125,0.173828125,-0.40472412109375,-0.494140625,-0.355224609375,0.68255615234375
-18.0,29.0,-22.0,6.0,10.0,4.0,-5.0,-34.0,0.96875,-0.2236328125,0.17822265625,-0.40509033203125,-0.4942626953125,-0.35498046875,0.682373046875
-5.0,62.0,-14.0,-12.0,-6.0,-15.0,-15.0,1.0,0.96875,-0.2236328125,0.17822265625,-0.40509033203125,-0.4942626953125,-0.35498046875,0.682373046875
5.0,-45.0,-33.0,2.0,3.0,6.0,-9.0,5.0,0.96826171875,-0.21728515625,0.21484375,-0.4044189453125,-0.494384765625,-0.3546142578125,0.682861328125
17.0,-104.0,5.0,10.0,-7.0,-5.0,7.0,29.0,0.97265625,-0.21337890625,0.2197265625,-0.40374755859375,-0.494384765625,-0.35455322265625,0.68328857421875
-33.0,-25.0,7.0,10.0,3.0,-1.0,-1.0,-40.0,0.99462890625,-0.125,0.2333984375,-0.40167236328125,-0.4954833984375,-0.35546875,0.6832275390625
-37.0,17.0,-27.0,-14.0,33.0,7.0,-3.0,106.0,0.99462890625,-0.125,0.2333984375,-0.40167236328125,-0.4954833984375,-0.35546875,0.6832275390625
-55.0,-55.0,6.0,52.0,29.0,-13.0,-34.0,-128.0,1.02294921875,-0.14111328125,0.2890625,-0.39898681640625,-0.495849609375,-0.35699462890625,0.68377685546875
-10.0,43.0,114.0,1.0,-46.0,-40.0,-8.0,-87.0,0.98486328125,-0.173828125,0.216796875,-0.397705078125,-0.49493408203125,-0.3592529296875,0.6839599609375
56.0,25.0,-17.0,16.0,-23.0,11.0,-23.0,79.0,0.95703125,-0.23095703125,0.1904296875,-0.39666748046875,-0.494384765625,-0.359619140625,0.684814453125
-19.0,65.0,-56.0,-66.0,15.0,19.0,-37.0,-37.0,0.95703125,-0.23095703125,0.1904296875,-0.39666748046875,-0.494384765625,-0.359619140625,0.684814453125
53.0,57.0,24.0,-9.0,-14.0,4.0,14.0,-33.0,0.97119140625,-0.279296875,0.2109375,-0.39508056640625,-0.4935302734375,-0.3587646484375,0.686767578125
-39.0,-67.0,22.0,-31.0,-1.0,-3.0,-16.0,-112.0,0.92919921875,-0.20654296875,0.17578125,-0.39263916015625,-0.494384765625,-0.35809326171875,0.68792724609375
4.0,-32.0,-39.0,-45.0,-18.0,-17.0,13.0,-54.0,0.962890625,-0.1376953125,0.19873046875,-0.3890380859375,-0.49554443359375,-0.35809326171875,0.6890869140625
-10.0,65.0,7.0,40.0,10.0,24.0,70.0,28.0,0.962890625,-0.1376953125,0.19873046875,-0.3890380859375,-0.49554443359375,-0.35809326171875,0.6890869140625
61.0,32.0,36.0,15.0,10.0,17.0,-17.0,30.0,0.93115234375,-0.1240234375,0.18212890625,-0.38739013671875,-0.4964599609375,-0.35943603515625,0.68865966796875
-119.0,-73.0,1.0,-18.0,-16.0,-19.0,-26.0,-47.0,0.95458984375,-0.19677734375,0.1826171875,-0.38677978515625,-0.49676513671875,-0.360595703125,0.68817138671875
-36.0,-48.0,34.0,13.0,-1.0,5.0,-25.0,64.0,0.9580078125,-0.16259765625,0.1943359375,-0.385009765625,-0.497802734375,-0.3612060546875,0.6881103515625
71.0,28.0,-12.0,41.0,-8.0,5.0,18.0,-64.0,0.9580078125,-0.16259765625,0.1943359375,-0.385009765625,-0.497802734375,-0.3612060546875,0.6881103515625
34.0,44.0,-2.0,2.0,-1.0,14.0,98.0,127.0,0.9775390625,-0.12060546875,0.193359375,-0.3828125,-0.49951171875,-0.362060546875,0.68768310546875
-78.0,72.0,-29.0,-78.0,13.0,-1.0,-82.0,-26.0,0.97802734375,-0.1240234375,0.18359375,-0.38128662109375,-0.50091552734375,-0.363525390625,0.68670654296875
43.0,57.0,57.0,38.0,11.0,-1.0,43.0,-17.0,0.9501953125,-0.17626953125,0.14306640625,-0.38140869140625,-0.5023193359375,-0.3641357421875,0.68524169921875
