emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,acc_1,acc_2,acc_3,ori_1,ori_2,ori_3,ori_4
15.0,-88.0,37.0,15.0,0.0,29.0,5.0,127.0,0.9501953125,-0.17626953125,0.14306640625,-0.38140869140625,-0.5023193359375,-0.3641357421875,0.68524169921875
-1.0,4.0,-36.0,23.0,6.0,1.0,42.0,10.0,0.97265625,-0.1474609375,0.17236328125,-0.380126953125,-0.50433349609375,-0.36444091796875,0.68438720703125
-12.0,-32.0,0.0,-22.0,-8.0,-21.0,-107.0,-115.0,0.96533203125,-0.11474609375,0.1728515625,-0.379150390625,-0.50604248046875,-0.365234375,0.6832275390625
25.0,4.0,45.0,-51.0,-28.0,-30.0,-3.0,15.0,0.98095703125,-0.14013671875,0.18896484375,-0.37921142578125,-0.5067138671875,-0.36651611328125,0.6820068359375
34.0,-66.0,11.0,-15.0,-10.0,-20.0,-42.0,-45.0,0.98095703125,-0.14013671875,0.18896484375,-0.37921142578125,-0.5067138671875,-0.36651611328125,0.6820068359375
11.0,9.0,34.0,9.0,13.0,-2.0,-37.0,-8.0,0.97412109375,-0.14404296875,0.19287109375,-0.37994384765625,-0.50665283203125,-0.3677978515625,0.680908203125
12.0,2.0,-5.0,16.0,-16.0,-9.0,24.0,47.0,0.97412109375,-0.14404296875,0.19287109375,-0.37994384765625,-0.50665283203125,-0.3677978515625,0.680908203125
-29.0,-10.0,-14.0,-5.0,2.0,2.0,34.0,57.0,0.97802734375,-0.1513671875,0.2001953125,-0.38140869140625,-0.5057373046875,-0.369140625,0.68011474609375
-56.0,23.0,-7.0,16.0,-5.0,9.0,-36.0,-13.0,0.96630859375,-0.16552734375,0.20458984375,-0.38275146484375,-0.50469970703125,-0.3701171875,0.6795654296875
72.0,-68.0,17.0,-36.0,-9.0,-5.0,19.0,60.0,0.96630859375,-0.16552734375,0.20458984375,-0.38275146484375,-0.50469970703125,-0.3701171875,0.6795654296875
85.0,-17.0,-34.0,-23.0,2.0,5.0,45.0,49.0,0.98095703125,-0.18212890625,0.2294921875,-0.38427734375,-0.5030517578125,-0.37109375,0.67938232421875
-13.0,-14.0,49.0,8.0,-8.0,-38.0,9.0,-38.0,0.96728515625,-0.1904296875,0.2041015625,-0.3868408203125,-0.5010986328125,-0.37200927734375,0.67889404296875
41.0,-4.0,-4.0,17.0,2.0,1.0,5.0,19.0,0.962890625,-0.21630859375,0.22509765625,-0.38958740234375,-0.49871826171875,-0.37249755859375,0.6788330078125
24.0,-16.0,-63.0,-40.0,-13.0,-14.0,-36.0,-26.0,0.962890625,-0.21630859375,0.22509765625,-0.38958740234375,-0.49871826171875,-0.37249755859375,0.6788330078125
-124.0,9.0,74.0,8.0,2.0,-10.0,-31.0,-24.0,0.96728515625,-0.171875,0.22265625,-0.39068603515625,-0.4970703125,-0.37237548828125,0.679443359375
-45.0,11.0,15.0,19.0,5.0,7.0,2.0,-6.0,0.9833984375,-0.1630859375,0.2578125,-0.38970947265625,-0.49609375,-0.3714599609375,0.68121337890625
90.0,-2.0,4.0,-14.0,-10.0,-7.0,15.0,56.0,0.986328125,-0.19140625,0.27587890625,-0.38916015625,-0.49420166015625,-0.3699951171875,0.6837158203125
-24.0,-4.0,-25.0,3.0,3.0,8.0,4.0,-29.0,0.986328125,-0.19140625,0.27587890625,-0.38916015625,-0.49420166015625,-0.3699951171875,0.6837158203125
-37.0,-13.0,-16.0,-6.0,-6.0,1.0,2.0,-20.0,0.998046875,-0.12646484375,0.27099609375,-0.38909912109375,-0.49176025390625,-0.36932373046875,0.68585205078125
12.0,5.0,1.0,13.0,-1.0,-3.0,0.0,15.0,0.9287109375,-0.177734375,0.18798828125,-0.39288330078125,-0.4893798828125,-0.3695068359375,0.685302734375
-46.0,-10.0,-48.0,-7.0,-6.0,-6.0,-2.0,-7.0,0.9287109375,-0.177734375,0.18798828125,-0.39288330078125,-0.4893798828125,-0.3695068359375,0.685302734375
14.0,-8.0,5.0,4.0,-4.0,3.0,0.0,-3.0,0.90966796875,-0.2060546875,0.1533203125,-0.39642333984375,-0.4884033203125,-0.36859130859375,0.68450927734375
11.0,8.0,31.0,23.0,5.0,4.0,-9.0,-8.0,0.90966796875,-0.2060546875,0.1533203125,-0.39642333984375,-0.4884033203125,-0.36859130859375,0.68450927734375
30.0,-1.0,5.0,-10.0,-4.0,-8.0,-5.0,5.0,0.98779296875,-0.1513671875,0.2109375,-0.3955078125,-0.48895263671875,-0.36712646484375,0.68536376953125
18.0,3.0,11.0,-5.0,0.0,-1.0,3.0,-2.0,0.98779296875,-0.1513671875,0.2109375,-0.3955078125,-0.48895263671875,-0.36712646484375,0.68536376953125
-1.0,1.0,-20.0,5.0,-2.0,0.0,1.0,-2.0,0.93359375,-0.18603515625,0.1650390625,-0.3953857421875,-0.48883056640625,-0.36505126953125,0.6866455078125
-13.0,-2.0,4.0,-1.0,0.0,0.0,1.0,-6.0,0.96142578125,-0.19091796875,0.212890625,-0.3970947265625,-0.4881591796875,-0.36431884765625,0.6865234375
21.0,3.0,15.0,3.0,-1.0,-2.0,-4.0,-1.0,0.95751953125,-0.22900390625,0.15283203125,-0.400634765625,-0.48779296875,-0.3631591796875,0.68536376953125
45.0,-3.0,-10.0,-10.0,-1.0,-1.0,-2.0,11.0,0.96533203125,-0.24560546875,0.19140625,-0.40313720703125,-0.4874267578125,-0.361083984375,0.68524169921875
-12.0,0.0,-11.0,-3.0,0.0,-2.0,0.0,-4.0,0.9619140625,-0.22607421875,0.203125,-0.40386962890625,-0.4876708984375,-0.35870361328125,0.68585205078125
-4.0,1.0,3.0,-4.0,-2.0,1.0,-1.0,-3.0,0.97265625,-0.1904296875,0.21875,-0.403076171875,-0.48858642578125,-0.356689453125,0.686767578125
0.0,-6.0,-30.0,-1.0,-4.0,-6.0,-3.0,-1.0,0.9697265625,-0.15283203125,0.2255859375,-0.40185546875,-0.48956298828125,-0.355712890625,0.687255859375
