time,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,ori_1,ori_2,ori_3,ori_4,acc_1,acc_2,acc_3
1543516843.364629,-1.0,0.0,-1.0,4.0,2.0,-1.0,-1.0,-2.0,-0.5267333984375,-0.3887939453125,-0.50042724609375,0.56658935546875,0.96728515625,-0.20703125,0.14892578125
1543516843.3876178,-8.0,0.0,2.0,5.0,1.0,0.0,-1.0,-4.0,-0.5267333984375,-0.3887939453125,-0.50042724609375,0.56658935546875,0.9658203125,-0.21435546875,0.150390625
1543516843.400662,4.0,-6.0,12.0,12.0,-6.0,-4.0,7.0,-9.0,-0.5267333984375,-0.3887939453125,-0.50042724609375,0.56658935546875,0.9658203125,-0.21240234375,0.150390625
1543516843.408641,-7.0,3.0,-2.0,-17.0,1.0,3.0,-5.0,-2.0,-0.5269775390625,-0.3885498046875,-0.50048828125,0.56646728515625,0.9619140625,-0.21630859375,0.146484375
1543516843.4245946,7.0,2.0,-3.0,-27.0,1.0,-1.0,-6.0,-1.0,-0.5269775390625,-0.3885498046875,-0.50048828125,0.56646728515625,0.9619140625,-0.21630859375,0.146484375
1543516843.4475825,-9.0,-5.0,3.0,9.0,-3.0,-3.0,-8.0,7.0,-0.52734375,-0.38836669921875,-0.50054931640625,0.56622314453125,0.96630859375,-0.2333984375,0.14892578125
1543516843.460628,-32.0,-6.0,-19.0,-43.0,-7.0,-6.0,-3.0,-14.0,-0.5274658203125,-0.3883056640625,-0.50048828125,0.566162109375,0.96875,-0.240234375,0.146484375
1543516843.4695878,-18.0,-2.0,-29.0,17.0,-4.0,-10.0,-8.0,-3.0,-0.526611328125,-0.38848876953125,-0.50067138671875,0.56671142578125,0.96728515625,-0.2080078125,0.1650390625
1543516843.4846199,34.0,9.0,-15.0,10.0,0.0,4.0,-9.0,1.0,-0.526611328125,-0.38848876953125,-0.50067138671875,0.56671142578125,0.96728515625,-0.2080078125,0.1650390625
1543516843.506549,2.0,-3.0,24.0,-3.0,4.0,3.0,3.0,4.0,-0.52557373046875,-0.388916015625,-0.50067138671875,0.56732177734375,0.96875,-0.21337890625,0.15576171875
1543516843.522539,12.0,9.0,11.0,54.0,5.0,6.0,-10.0,8.0,-0.52490234375,-0.3887939453125,-0.50128173828125,0.56756591796875,0.9873046875,-0.20068359375,0.18994140625
1543516843.5295346,23.0,1.0,-16.0,-25.0,0.0,4.0,2.0,11.0,-0.524169921875,-0.38812255859375,-0.50189208984375,0.568115234375,0.95703125,-0.20849609375,0.15380859375
1543516843.5445719,7.0,1.0,19.0,4.0,0.0,5.0,7.0,4.0,-0.524169921875,-0.38812255859375,-0.50189208984375,0.568115234375,0.95703125,-0.20849609375,0.15380859375
1543516843.567513,8.0,2.0,19.0,-35.0,-5.0,3.0,-1.0,7.0,-0.5225830078125,-0.38922119140625,-0.5018310546875,0.56890869140625,0.94873046875,-0.17138671875,0.15771484375
1543516843.5805585,-11.0,0.0,-9.0,1.0,2.0,3.0,-3.0,-2.0,-0.52252197265625,-0.38916015625,-0.5018310546875,0.56903076171875,0.98291015625,-0.22216796875,0.14306640625
1543516843.5895195,-2.0,-7.0,-13.0,-26.0,-3.0,-4.0,2.0,6.0,-0.52197265625,-0.38885498046875,-0.501953125,0.569580078125,0.9775390625,-0.24072265625,0.14892578125
1543516843.6074905,-1.0,3.0,4.0,12.0,3.0,-2.0,-1.0,-4.0,-0.52197265625,-0.38885498046875,-0.501953125,0.569580078125,0.9775390625,-0.24072265625,0.14892578125
1543516843.6185377,-13.0,3.0,0.0,-3.0,0.0,0.0,-1.0,-6.0,-0.5206298828125,-0.38970947265625,-0.50152587890625,0.57061767578125,0.95556640625,-0.1787109375,0.154296875
1543516843.6274803,-7.0,-1.0,-4.0,0.0,1.0,-2.0,2.0,1.0,-0.5206298828125,-0.38970947265625,-0.50152587890625,0.57061767578125,0.95556640625,-0.1787109375,0.154296875
1543516843.6414723,1.0,4.0,12.0,21.0,-2.0,3.0,15.0,0.0,-0.52056884765625,-0.3892822265625,-0.5018310546875,0.5706787109375,0.974609375,-0.193359375,0.17822265625
1543516843.6494656,-4.0,2.0,15.0,16.0,0.0,0.0,-1.0,3.0,-0.5203857421875,-0.38897705078125,-0.50177001953125,0.5711669921875,0.96630859375,-0.220703125,0.16162109375
1543516843.664517,29.0,-8.0,-29.0,-34.0,-2.0,-8.0,-11.0,2.0,-0.5203857421875,-0.38897705078125,-0.50177001953125,0.5711669921875,0.96630859375,-0.220703125,0.16162109375
1543516843.6874616,-19.0,2.0,-16.0,-1.0,0.0,-4.0,-5.0,-5.0,-0.51971435546875,-0.3890380859375,-0.5018310546875,0.5716552734375,0.97119140625,-0.1943359375,0.17919921875
1543516843.7004545,13.0,-9.0,25.0,18.0,-1.0,-8.0,-3.0,1.0,-0.51953125,-0.3890380859375,-0.50164794921875,0.57196044921875,0.9697265625,-0.21630859375,0.15283203125
1543516843.7094328,-22.0,-2.0,-36.0,-51.0,-1.0,1.0,-2.0,-1.0,-0.51910400390625,-0.38934326171875,-0.501220703125,0.57257080078125,0.96484375,-0.20751953125,0.1494140625
1543516843.724442,-3.0,-2.0,3.0,20.0,-1.0,2.0,1.0,-3.0,-0.51910400390625,-0.38934326171875,-0.501220703125,0.57257080078125,0.96484375,-0.20751953125,0.1494140625
1543516843.7474115,23.0,5.0,-14.0,11.0,-5.0,-8.0,-4.0,6.0,-0.5186767578125,-0.3895263671875,-0.501220703125,0.57275390625,0.9638671875,-0.1962890625,0.16357421875
1543516843.7534053,-17.0,3.0,-1.0,2.0,0.0,2.0,1.0,1.0,-0.51806640625,-0.3902587890625,-0.50103759765625,0.57293701171875,0.9716796875,-0.1953125,0.1728515625
1543516843.7694163,3.0,2.0,9.0,-7.0,2.0,4.0,0.0,-4.0,-0.51806640625,-0.3902587890625,-0.50103759765625,0.57293701171875,0.9716796875,-0.1953125,0.1728515625
1543516843.7763948,-3.0,3.0,-8.0,3.0,1.0,1.0,0.0,-2.0,-0.517822265625,-0.3905029296875,-0.50115966796875,0.57293701171875,0.9677734375,-0.1923828125,0.16650390625
1543516843.7843902,-9.0,-3.0,-10.0,13.0,-1.0,1.0,3.0,-1.0,-0.517822265625,-0.3905029296875,-0.50115966796875,0.57293701171875,0.9677734375,-0.1923828125,0.16650390625
1543516843.7914088,-4.0,-1.0,4.0,7.0,-4.0,-2.0,-1.0,1.0,-0.517822265625,-0.39044189453125,-0.5013427734375,0.57281494140625,0.96875,-0.19677734375,0.16455078125
1543516843.8064058,11.0,-13.0,-7.0,-18.0,-6.0,-5.0,-3.0,-2.0,-0.517822265625,-0.39044189453125,-0.5013427734375,0.57281494140625,0.96875,-0.19677734375,0.16455078125
1543516843.8133724,-8.0,-6.0,3.0,-10.0,-3.0,-4.0,1.0,1.0,-0.51806640625,-0.39031982421875,-0.5015869140625,0.572509765625,0.9716796875,-0.20849609375,0.16162109375
1543516843.8293626,-2.0,6.0,14.0,-7.0,1.0,3.0,-1.0,-2.0,-0.51806640625,-0.39031982421875,-0.5015869140625,0.572509765625,0.9716796875,-0.20849609375,0.16162109375
1543516843.8363583,3.0,2.0,-26.0,0.0,0.0,-7.0,-1.0,-1.0,-0.518310546875,-0.3902587890625,-0.50164794921875,0.57220458984375,0.95947265625,-0.2109375,0.1494140625
1543516843.8443604,-13.0,-3.0,10.0,7.0,-1.0,-1.0,1.0,-4.0,-0.518310546875,-0.3902587890625,-0.50164794921875,0.57220458984375,0.95947265625,-0.2109375,0.1494140625
1543516843.8513532,0.0,1.0,11.0,1.0,1.0,1.0,1.0,-1.0,-0.51837158203125,-0.3905029296875,-0.5015869140625,0.57208251953125,0.9638671875,-0.20751953125,0.15966796875
1543516843.866395,-6.0,7.0,-2.0,23.0,-1.0,-4.0,-4.0,0.0,-0.51837158203125,-0.3905029296875,-0.5015869140625,0.57208251953125,0.9638671875,-0.20751953125,0.15966796875
1543516843.873337,0.0,4.0,-5.0,-9.0,-3.0,-1.0,-2.0,-3.0,-0.518310546875,-0.39093017578125,-0.50152587890625,0.5718994140625,0.9638671875,-0.203125,0.15185546875
1543516843.8893325,-11.0,-14.0,-10.0,-3.0,0.0,-1.0,0.0,3.0,-0.518310546875,-0.39093017578125,-0.50152587890625,0.5718994140625,0.9638671875,-0.203125,0.15185546875
1543516843.8963242,0.0,1.0,1.0,-9.0,-2.0,1.0,-8.0,-1.0,-0.5181884765625,-0.3912353515625,-0.5015869140625,0.57171630859375,0.96533203125,-0.19482421875,0.1591796875
1543516843.9043198,-5.0,-8.0,-1.0,12.0,-2.0,-2.0,8.0,-7.0,-0.5181884765625,-0.3912353515625,-0.5015869140625,0.57171630859375,0.96533203125,-0.19482421875,0.1591796875
1543516843.9113152,-12.0,-7.0,8.0,-8.0,-7.0,-9.0,1.0,-11.0,-0.518310546875,-0.391357421875,-0.5018310546875,0.57135009765625,0.97265625,-0.19873046875,0.16650390625
1543516843.9263818,2.0,6.0,-2.0,6.0,2.0,2.0,-3.0,-2.0,-0.518310546875,-0.391357421875,-0.5018310546875,0.57135009765625,0.97265625,-0.19873046875,0.16650390625
1543516843.9333026,1.0,-3.0,10.0,2.0,3.0,0.0,0.0,2.0,-0.51861572265625,-0.39129638671875,-0.501953125,0.57098388671875,0.96826171875,-0.20849609375,0.16259765625
