Rest
7.0000000,0,0,0,0,0,0,0,-11.375000,-5.500000,11.312500,-0.314941,-0.623535,0.778809
12.0000000,0,0,0,0,0,0,0,-11.375000,-5.500000,11.312500,-0.314941,-0.623535,0.778809
18.0000000,0,0,0,0,0,0,0,-11.375000,-5.500000,11.312500,-0.314941,-0.623535,0.778809
23.0000000,0,0,0,0,0,0,0,-16.812500,-5.562500,13.875000,-0.323730,-0.630859,0.790527
28.0000000,0,0,0,0,0,0,0,-16.812500,-5.562500,13.875000,-0.323730,-0.630859,0.790527
33.0000000,0,0,0,0,0,0,0,-16.812500,-5.562500,13.875000,-0.323730,-0.630859,0.790527
39.0000000,0,0,0,0,0,0,0,-22.250000,-10.312500,11.875000,-0.366699,-0.638184,0.780273
44.0000000,0,0,0,0,0,0,0,-22.250000,-10.312500,11.875000,-0.366699,-0.638184,0.780273
50.0000000,0,0,0,0,0,0,0,-22.250000,-10.312500,11.875000,-0.366699,-0.638184,0.780273
55.0000000,0,0,0,0,0,0,0,-22.250000,-10.312500,11.875000,-0.366699,-0.638184,0.780273
60.0000000,0,0,0,0,0,0,0,-26.375000,-13.750000,9.875000,-0.399414,-0.608887,0.772949
66.0000000,0,0,0,0,0,0,0,-26.375000,-13.750000,9.875000,-0.399414,-0.608887,0.772949
71.0000000,0,0,0,0,0,0,0,-26.375000,-13.750000,9.875000,-0.399414,-0.608887,0.772949
76.0000000,0,0,0,0,0,0,0,-26.375000,-13.750000,9.875000,-0.399414,-0.608887,0.772949
82.0000000,0,0,0,0,0,0,0,-26.375000,-13.750000,9.875000,-0.399414,-0.608887,0.772949
88.0000000,0,0,0,0,0,0,0,-26.375000,-13.750000,9.875000,-0.399414,-0.608887,0.772949
94.0000000,0,0,0,0,0,0,0,-27.500000,-12.312500,8.687500,-0.405273,-0.589844,0.749512
99.0000000,0,0,0,0,0,0,0,-25.875000,-10.562500,8.500000,-0.429199,-0.608398,0.764160
105.0000000,0,0,0,0,0,0,0,-25.875000,-10.562500,8.500000,-0.429199,-0.608398,0.764160
110.0000000,0,0,0,0,0,0,0,-25.875000,-10.562500,8.500000,-0.429199,-0.608398,0.764160
115.0000000,0,0,0,0,0,0,0,-25.875000,-10.562500,8.500000,-0.429199,-0.608398,0.764160
121.0000000,0,0,0,0,0,0,0,-24.437500,-12.312500,7.625000,-0.435059,-0.624023,0.777832
126.0000000,0,0,0,0,0,0,0,-24.437500,-12.312500,7.625000,-0.435059,-0.624023,0.777832
131.0000000,0,0,0,0,0,0,0,-24.437500,-12.312500,7.625000,-0.435059,-0.624023,0.777832
136.0000000,0,0,0,0,0,0,0,-24.437500,-12.312500,7.625000,-0.435059,-0.624023,0.777832
142.0000000,0,0,0,0,0,0,0,-24.437500,-12.312500,7.625000,-0.435059,-0.624023,0.777832
147.0000000,0,0,0,0,0,0,0,-24.437500,-12.312500,7.625000,-0.435059,-0.624023,0.777832
153.0000000,0,0,0,0,0,0,0,-24.437500,-12.312500,7.625000,-0.435059,-0.624023,0.777832
158.0000000,0,0,0,0,0,0,0,-24.437500,-12.312500,7.625000,-0.435059,-0.624023,0.777832
163.0000000,0,0,0,0,0,0,0,-24.437500,-12.312500,7.625000,-0.435059,-0.624023,0.777832
168.0000000,0,0,0,0,0,0,0,-13.562500,-20.125000,5.750000,-0.430664,-0.617188,0.779297
173.0000000,0,0,0,0,0,0,0,-13.562500,-20.125000,5.750000,-0.430664,-0.617188,0.779297
179.0000000,0,0,0,0,0,0,0,-13.562500,-20.125000,5.750000,-0.430664,-0.617188,0.779297
185.000000-2,1,-3,7,-4,-8,-2,-4,-13.562500,-20.125000,5.750000,-0.430664,-0.617188,0.779297
190.0000000,-3,-13,-5,-3,2,-1,0,-14.000000,-21.750000,6.625000,-0.416992,-0.612793,0.775879
195.0000000,-3,-13,-5,-3,2,-1,0,-14.000000,-21.750000,6.625000,-0.416992,-0.612793,0.775879
200.0000000,-3,-13,-5,-3,2,-1,0,-14.000000,-21.750000,6.625000,-0.416992,-0.612793,0.775879
205.000000-2,-2,-3,-2,0,1,-1,0,-14.687500,-23.875000,8.250000,-0.416992,-0.610840,0.770996
211.0000000,2,-3,-15,-8,-3,2,-2,-14.687500,-23.875000,8.250000,-0.416992,-0.610840,0.770996
217.0000000,2,-3,-15,-8,-3,2,-2,-14.687500,-23.875000,8.250000,-0.416992,-0.610840,0.770996
223.0000000,-1,1,19,-2,-10,-2,1,-18.562500,-27.500000,9.500000,-0.428223,-0.605957,0.774902
228.000000-1,-2,-6,2,-11,10,2,-3,-18.562500,-27.500000,9.500000,-0.428223,-0.605957,0.774902
233.000000-1,-2,-6,2,-11,10,2,-3,-18.562500,-27.500000,9.500000,-0.428223,-0.605957,0.774902
239.000000-1,0,-4,-1,2,-5,-2,0,-18.562500,-27.500000,9.500000,-0.428223,-0.605957,0.774902
245.000000-1,0,-4,-1,2,-5,-2,0,-18.562500,-27.500000,9.500000,-0.428223,-0.605957,0.774902
250.0000000,-3,-8,2,2,5,0,-1,-25.500000,-32.687500,10.437500,-0.421875,-0.603516,0.756836
256.0000000,-3,-8,2,2,5,0,-1,-25.500000,-32.687500,10.437500,-0.421875,-0.603516,0.756836
263.000000-4,-2,2,-1,-2,-7,-3,-1,-25.500000,-32.687500,10.437500,-0.421875,-0.603516,0.756836
269.000000-4,-2,2,-1,-2,-7,-3,-1,-25.500000,-32.687500,10.437500,-0.421875,-0.603516,0.756836
274.000000-4,-2,2,-1,-2,-7,-3,-1,-25.500000,-32.687500,10.437500,-0.421875,-0.603516,0.756836
279.000000-4,-2,2,-1,-2,-7,-3,-1,-25.500000,-32.687500,10.437500,-0.421875,-0.603516,0.756836
285.000000-4,-2,2,-1,-2,-7,-3,-1,-25.500000,-32.687500,10.437500,-0.421875,-0.603516,0.756836
291.000000-4,-2,2,-1,-2,-7,-3,-1,-25.500000,-32.687500,10.437500,-0.421875,-0.603516,0.756836
296.000000-4,-2,2,-1,-2,-7,-3,-1,-25.500000,-32.687500,10.437500,-0.421875,-0.603516,0.756836
301.000000-4,-2,2,-1,-2,-7,-3,-1,-30.312500,-35.375000,8.250000,-0.372070,-0.669434,0.755371
306.000000-2,-2,-1,-6,-3,-4,-2,-2,-29.562500,-38.000000,7.750000,-0.379883,-0.657227,0.740234
312.000000-2,-3,-2,9,1,-9,-5,-2,-29.562500,-38.000000,7.750000,-0.379883,-0.657227,0.740234
317.000000-2,-2,-4,2,-17,-4,-4,-2,-29.562500,-38.000000,7.750000,-0.379883,-0.657227,0.740234
324.000000-2,-3,-5,-5,4,6,3,-2,-34.187500,-40.875000,8.312500,-0.329590,-0.655762,0.719238
330.000000-2,-2,3,15,6,-3,-1,-2,-34.187500,-40.875000,8.312500,-0.329590,-0.655762,0.719238
335.000000-2,-2,3,15,6,-3,-1,-2,-36.750000,-40.312500,6.187500,-0.872070,-0.710449,0.283203
340.000000-2,-2,3,15,6,-3,-1,-2,-36.750000,-40.312500,6.187500,-0.872070,-0.710449,0.283203
346.000000-3,-1,-2,5,1,-1,-4,1,-36.750000,-40.312500,6.187500,-0.872070,-0.710449,0.283203
352.000000-2,-2,1,4,2,-5,-1,-2,-36.750000,-40.312500,6.187500,-0.872070,-0.710449,0.283203
357.000000-2,-2,1,4,2,-5,-1,-2,-36.750000,-40.312500,6.187500,-0.872070,-0.710449,0.283203
362.000000-2,-2,1,4,2,-5,-1,-2,-36.312500,-41.500000,8.062500,-0.975586,-0.870117,0.204102
368.000000-2,-2,1,4,2,-5,-1,-2,-36.312500,-41.500000,8.062500,-0.975586,-0.870117,0.204102
374.000000-1,-3,0,-3,-1,-3,-3,-1,-36.312500,-41.500000,8.062500,-0.975586,-0.870117,0.204102
379.000000-3,0,-4,-18,-4,-6,-4,-1,-36.312500,-41.500000,8.062500,-0.975586,-0.870117,0.204102
385.000000-3,0,-4,-18,-4,-6,-4,-1,-38.687500,-42.250000,8.812500,-0.141602,-0.518555,0.712402
391.000000-2,-3,-4,1,-1,-5,-4,-2,-38.687500,-42.250000,8.812500,-0.141602,-0.518555,0.712402
398.000000-2,-3,-4,1,-1,-5,-4,-2,-33.437500,-42.875000,7.187500,-0.100586,-0.891602,0.980469
403.000000-2,-3,-4,1,-1,-5,-4,-2,-33.437500,-42.875000,7.187500,-0.100586,-0.891602,0.980469
409.000000-2,-3,-4,1,-1,-5,-4,-2,-33.437500,-42.875000,7.187500,-0.100586,-0.891602,0.980469
416.000000-2,-2,3,21,2,-3,-1,-1,-33.437500,-42.875000,7.187500,-0.100586,-0.891602,0.980469
421.000000-2,-2,3,21,2,-3,-1,-1,-28.625000,-41.937500,7.437500,-0.665039,-0.722168,0.230469
426.000000-2,-2,3,21,2,-3,-1,-1,-28.625000,-41.937500,7.437500,-0.665039,-0.722168,0.230469
432.000000-2,-2,3,21,2,-3,-1,-1,-28.625000,-41.937500,7.437500,-0.665039,-0.722168,0.230469
439.0000000,-1,-1,7,8,3,0,2,-28.625000,-41.937500,7.437500,-0.665039,-0.722168,0.230469
445.0000000,-1,-1,7,8,3,0,2,-23.125000,-39.875000,7.437500,0.309082,-0.817383,1.218750
451.0000000,-5,-4,3,0,-4,-1,1,-23.125000,-39.875000,7.437500,0.309082,-0.817383,1.218750
457.0000000,-5,-4,3,0,-4,-1,1,-16.750000,-37.062500,7.875000,-0.778809,-0.924805,0.103516
462.0000000,-5,-4,3,0,-4,-1,1,-16.750000,-37.062500,7.875000,-0.778809,-0.924805,0.103516
468.0000000,-5,-4,3,0,-4,-1,1,-16.750000,-37.062500,7.875000,-0.778809,-0.924805,0.103516
474.0000000,-3,3,-3,3,0,0,-2,-16.750000,-37.062500,7.875000,-0.778809,-0.924805,0.103516
480.0000000,-3,3,-3,3,0,0,-2,-16.750000,-37.062500,7.875000,-0.778809,-0.924805,0.103516
486.0000000,-3,3,-3,3,0,0,-2,-12.937500,-35.125000,12.562500,0.505859,-0.757813,1.248047
491.0000000,-3,3,-3,3,0,0,-2,-12.937500,-35.125000,12.562500,0.505859,-0.757813,1.248047
497.0000000,-3,3,-3,3,0,0,-2,-12.937500,-35.125000,12.562500,0.505859,-0.757813,1.248047
503.0000000,5,11,-7,2,-5,-3,0,-5.312500,-37.437500,11.250000,-0.849609,-0.976074,0.025391
508.0000001,-2,-6,-2,-2,1,0,0,-5.312500,-37.437500,11.250000,-0.849609,-0.976074,0.025391
514.000000-2,1,-4,-16,-2,-4,-1,0,-5.312500,-37.437500,11.250000,-0.849609,-0.976074,0.025391
520.000000-2,1,-4,-16,-2,-4,-1,0,-12.250000,-41.437500,8.187500,0.279297,-0.561035,0.881836
525.000000-2,1,-4,-16,-2,-4,-1,0,-12.250000,-41.437500,8.187500,0.279297,-0.561035,0.881836
531.000000-2,-1,6,8,-11,-4,-3,0,-12.250000,-41.437500,8.187500,0.279297,-0.561035,0.881836
537.000000-2,-3,-9,10,10,2,-2,-2,-12.250000,-41.437500,8.187500,0.279297,-0.561035,0.881836
543.000000-2,-3,-9,10,10,2,-2,-2,-16.000000,-46.875000,1.312500,-0.209961,-0.657227,0.458008
550.000000-2,-3,-9,10,10,2,-2,-2,-16.000000,-46.875000,1.312500,-0.209961,-0.657227,0.458008
556.0000002,0,8,-6,-4,-2,-2,-3,-16.000000,-46.875000,1.312500,-0.209961,-0.657227,0.458008
562.0000002,0,8,-6,-4,-2,-2,-3,-35.125000,-42.812500,-2.375000,-0.129883,-0.696289,0.515625
568.0000002,0,8,-6,-4,-2,-2,-3,-35.125000,-42.812500,-2.375000,-0.129883,-0.696289,0.515625
573.000000-4,-5,-8,7,-7,-3,-3,-3,-35.125000,-42.812500,-2.375000,-0.129883,-0.696289,0.515625
578.000000-4,-5,-8,7,-7,-3,-3,-3,-53.562500,-47.562500,-8.437500,-0.165039,-0.636719,0.506348
584.000000-4,-5,-8,7,-7,-3,-3,-3,-53.562500,-47.562500,-8.437500,-0.165039,-0.636719,0.506348
589.000000-4,-5,-8,7,-7,-3,-3,-3,-53.562500,-47.562500,-8.437500,-0.165039,-0.636719,0.506348
594.000000-3,-6,-33,-32,-1,0,0,-1,-53.562500,-47.562500,-8.437500,-0.165039,-0.636719,0.506348
599.000000-3,-6,-33,-32,-1,0,0,-1,-74.062500,-50.437500,-16.062500,-0.112793,-0.695801,0.572266
