Rest
6.000000,0,0,0,0,0,0,0,0,-26.125000,9.937500,-4.062500,0.359863,-0.725098,0.901367
12.000000,0,0,0,0,0,0,0,0,-26.125000,9.937500,-4.062500,0.359863,-0.725098,0.901367
18.000000,0,0,0,0,0,0,0,0,-26.125000,9.937500,-4.062500,0.359863,-0.725098,0.901367
23.000000,0,0,0,0,0,0,0,0,-3.687500,13.375000,-2.562500,0.377441,-0.716797,0.898926
29.000000,0,0,0,0,0,0,0,0,-3.687500,13.375000,-2.562500,0.377441,-0.716797,0.898926
34.000000,0,0,0,0,0,0,0,0,-3.687500,13.375000,-2.562500,0.377441,-0.716797,0.898926
39.000000,0,0,0,0,0,0,0,0,-3.687500,13.375000,-2.562500,0.377441,-0.716797,0.898926
44.000000,0,0,0,0,0,0,0,0,-3.687500,13.375000,-2.562500,0.377441,-0.716797,0.898926
49.000000,0,0,0,0,0,0,0,0,11.687500,10.062500,-0.687500,0.355469,-0.624023,0.887207
54.000000,0,0,0,0,0,0,0,0,11.687500,10.062500,-0.687500,0.355469,-0.624023,0.887207
60.000000,0,0,0,0,0,0,0,0,11.687500,10.062500,-0.687500,0.355469,-0.624023,0.887207
65.000000,0,0,0,0,0,0,0,0,6.937500,4.187500,1.687500,0.322266,-0.563965,0.893555
70.000000,0,0,0,0,0,0,0,0,6.937500,4.187500,1.687500,0.322266,-0.563965,0.893555
76.000000,0,0,0,0,0,0,0,0,6.937500,4.187500,1.687500,0.322266,-0.563965,0.893555
82.000000,0,0,0,0,0,0,0,0,6.937500,4.187500,1.687500,0.322266,-0.563965,0.893555
88.000000,0,0,0,0,0,0,0,0,1.250000,-0.250000,2.562500,0.323242,-0.502930,0.870605
93.000000,0,0,0,0,0,0,0,0,1.250000,-0.250000,2.562500,0.323242,-0.502930,0.870605
98.000000,0,0,0,0,0,0,0,0,1.250000,-0.250000,2.562500,0.323242,-0.502930,0.870605
103.000000,0,0,0,0,0,0,0,0,-11.312500,3.812500,3.937500,0.339844,-0.495605,0.865234
108.000000,0,0,0,0,0,0,0,0,-11.312500,3.812500,3.937500,0.339844,-0.495605,0.865234
114.000000,0,0,0,0,0,0,0,0,-11.312500,3.812500,3.937500,0.339844,-0.495605,0.865234
119.000000,0,0,0,0,0,0,0,0,-11.312500,3.812500,3.937500,0.339844,-0.495605,0.865234
124.000000,0,0,0,0,0,0,0,0,-11.312500,3.812500,3.937500,0.339844,-0.495605,0.865234
130.000000,0,0,0,0,0,0,0,0,-11.312500,3.812500,3.937500,0.339844,-0.495605,0.865234
136.000000,0,0,0,0,0,0,0,0,-11.312500,3.812500,3.937500,0.339844,-0.495605,0.865234
142.000000,0,0,0,0,0,0,0,0,-11.312500,3.812500,3.937500,0.339844,-0.495605,0.865234
148.000000,0,0,0,0,0,0,0,0,-11.312500,3.812500,3.937500,0.339844,-0.495605,0.865234
153.000000,0,0,0,0,0,0,0,0,-25.250000,11.062500,3.312500,0.341309,-0.502930,0.800781
158.000000,0,0,0,0,0,0,0,0,-25.250000,11.062500,3.312500,0.341309,-0.502930,0.800781
164.000000,6,-1,27,7,-4,5,-2,-1,-28.812500,13.062500,-0.500000,0.180664,-0.615234,0.821289
170.000000,-4,-3,-14,-16,-6,0,-4,-5,-28.812500,13.062500,-0.500000,0.180664,-0.615234,0.821289
176.000000,-4,-3,-12,1,5,2,-3,-3,-28.812500,13.062500,-0.500000,0.180664,-0.615234,0.821289
182.000000,-4,-3,-12,1,5,2,-3,-3,-28.812500,13.062500,-0.500000,0.180664,-0.615234,0.821289
188.000000,1,8,7,-13,-6,-5,-2,1,-7.500000,0.687500,-3.937500,0.157227,-0.609863,0.894531
193.000000,-1,-2,-7,-1,-4,1,-5,-4,-7.500000,0.687500,-3.937500,0.157227,-0.609863,0.894531
198.000000,-1,-2,-7,-1,-4,1,-5,-4,-2.062500,-15.250000,-8.250000,0.183594,-0.576660,0.890625
204.000000,-1,1,2,-8,1,-4,-1,0,-2.062500,-15.250000,-8.250000,0.183594,-0.576660,0.890625
210.000000,-1,1,2,-8,1,-4,-1,0,-2.062500,-15.250000,-8.250000,0.183594,-0.576660,0.890625
216.000000,-2,-6,-4,4,-3,1,-3,-3,-2.062500,-15.250000,-8.250000,0.183594,-0.576660,0.890625
222.000000,-2,-6,-4,4,-3,1,-3,-3,-2.062500,-15.250000,-8.250000,0.183594,-0.576660,0.890625
228.000000,-2,-6,-4,4,-3,1,-3,-3,-9.437500,-16.937500,-8.687500,0.300293,-0.492188,0.867188
233.000000,3,-2,4,1,-1,1,-3,-1,-9.437500,-16.937500,-8.687500,0.300293,-0.492188,0.867188
238.000000,-1,-1,12,0,-1,-2,2,0,-9.437500,-16.937500,-8.687500,0.300293,-0.492188,0.867188
243.000000,-1,-1,12,0,-1,-2,2,0,-19.875000,-11.750000,-5.875000,0.364746,-0.530273,0.872070
248.000000,-1,-7,-8,-7,-3,-1,-3,0,-19.875000,-11.750000,-5.875000,0.364746,-0.530273,0.872070
253.000000,-1,-7,-8,-7,-3,-1,-3,0,-19.875000,-11.750000,-5.875000,0.364746,-0.530273,0.872070
259.000000,-1,-7,-8,-7,-3,-1,-3,0,-19.875000,-11.750000,-5.875000,0.364746,-0.530273,0.872070
265.000000,-1,-7,-8,-7,-3,-1,-3,0,-19.875000,-11.750000,-5.875000,0.364746,-0.530273,0.872070
270.000000,-1,-7,-8,-7,-3,-1,-3,0,-19.875000,-11.750000,-5.875000,0.364746,-0.530273,0.872070
275.000000,-1,-7,-8,-7,-3,-1,-3,0,-19.875000,-11.750000,-5.875000,0.364746,-0.530273,0.872070
280.000000,-1,-7,-8,-7,-3,-1,-3,0,-19.875000,-11.750000,-5.875000,0.364746,-0.530273,0.872070
286.000000,-1,-7,-8,-7,-3,-1,-3,0,-19.875000,-11.750000,-5.875000,0.364746,-0.530273,0.872070
291.000000,-1,-4,2,-1,1,-3,0,0,-11.062500,-10.875000,-2.125000,0.366211,-0.623535,0.862793
297.000000,1,-2,2,2,-4,0,-4,-3,-11.062500,-10.875000,-2.125000,0.366211,-0.623535,0.862793
302.000000,-2,-2,-4,-6,1,-5,1,1,-10.125000,-10.375000,0.312500,0.377441,-0.589844,0.817383
307.000000,-2,-2,-4,-6,1,-5,1,1,-10.125000,-10.375000,0.312500,0.377441,-0.589844,0.817383
312.000000,6,-1,-5,4,-3,4,-2,-3,-10.125000,-10.375000,0.312500,0.377441,-0.589844,0.817383
319.000000,0,2,0,2,2,0,0,-2,-21.125000,-6.250000,3.062500,0.028809,-0.670898,0.797363
324.000000,0,2,0,2,2,0,0,-2,-21.125000,-6.250000,3.062500,0.028809,-0.670898,0.797363
330.000000,0,2,0,2,2,0,0,-2,-21.125000,-6.250000,3.062500,0.028809,-0.670898,0.797363
335.000000,-3,2,1,-5,-1,-3,0,0,-21.125000,-6.250000,3.062500,0.028809,-0.670898,0.797363
340.000000,-3,2,1,-5,-1,-3,0,0,-28.250000,-7.437500,4.375000,0.954590,-0.518555,1.174805
347.000000,-1,-2,-3,4,-2,0,-3,-3,-28.250000,-7.437500,4.375000,0.954590,-0.518555,1.174805
352.000000,-1,-2,-3,4,-2,0,-3,-3,-28.250000,-7.437500,4.375000,0.954590,-0.518555,1.174805
357.000000,-1,-2,-3,4,-2,0,-3,-3,-28.250000,-7.437500,4.375000,0.954590,-0.518555,1.174805
363.000000,-3,-6,-10,-2,-3,0,-2,-4,-23.250000,-8.812500,2.812500,-0.049316,-0.823730,0.516113
369.000000,-3,-6,-10,-2,-3,0,-2,-4,-23.250000,-8.812500,2.812500,-0.049316,-0.823730,0.516113
375.000000,-3,-6,-10,-2,-3,0,-2,-4,-23.250000,-8.812500,2.812500,-0.049316,-0.823730,0.516113
380.000000,-3,-6,-10,-2,-3,0,-2,-4,-23.250000,-8.812500,2.812500,-0.049316,-0.823730,0.516113
387.000000,-3,-4,12,-2,-3,-3,-1,-1,-18.250000,-8.125000,5.625000,0.577148,-0.577637,1.009277
392.000000,-3,-4,12,-2,-3,-3,-1,-1,-18.250000,-8.125000,5.625000,0.577148,-0.577637,1.009277
398.000000,-3,-4,12,-2,-3,-3,-1,-1,-18.250000,-8.125000,5.625000,0.577148,-0.577637,1.009277
404.000000,-1,-1,3,1,-1,-1,1,1,-1.250000,-5.312500,7.062500,0.354980,-0.856934,0.871094
409.000000,-1,-1,3,1,-1,-1,1,1,-1.250000,-5.312500,7.062500,0.354980,-0.856934,0.871094
414.000000,-1,-1,3,1,-1,-1,1,1,-1.250000,-5.312500,7.062500,0.354980,-0.856934,0.871094
420.000000,-1,-1,3,1,-1,-1,1,1,-1.250000,-5.312500,7.062500,0.354980,-0.856934,0.871094
426.000000,-1,4,0,-4,-1,-2,-4,-1,10.187500,-1.312500,7.187500,0.352539,-0.587891,0.846191
431.000000,-1,4,0,-4,-1,-2,-4,-1,10.187500,-1.312500,7.187500,0.352539,-0.587891,0.846191
437.000000,-3,-6,-3,-2,0,-2,1,0,10.187500,-1.312500,7.187500,0.352539,-0.587891,0.846191
442.000000,-3,-6,-3,-2,0,-2,1,0,10.187500,-1.312500,7.187500,0.352539,-0.587891,0.846191
448.000000,3,8,-3,-3,-4,-2,-1,-1,21.500000,0.500000,8.312500,0.321289,-0.717285,0.900879
453.000000,3,8,-3,-3,-4,-2,-1,-1,21.500000,0.500000,8.312500,0.321289,-0.717285,0.900879
458.000000,3,8,-3,-3,-4,-2,-1,-1,21.500000,0.500000,8.312500,0.321289,-0.717285,0.900879
464.000000,3,8,-3,-3,-4,-2,-1,-1,21.500000,0.500000,8.312500,0.321289,-0.717285,0.900879
470.000000,-2,-7,1,1,-2,1,0,0,15.937500,3.125000,7.000000,0.291992,-0.469727,0.881836
475.000000,-2,-7,1,1,-2,1,0,0,15.937500,3.125000,7.000000,0.291992,-0.469727,0.881836
480.000000,-2,-7,1,1,-2,1,0,0,15.937500,3.125000,7.000000,0.291992,-0.469727,0.881836
485.000000,-3,-2,-2,-3,3,-2,-1,0,19.437500,5.250000,5.937500,0.224609,-0.665039,0.875488
490.000000,-3,-2,-2,-3,3,-2,-1,0,19.437500,5.250000,5.937500,0.224609,-0.665039,0.875488
496.000000,0,-3,0,0,-1,0,-2,1,19.437500,5.250000,5.937500,0.224609,-0.665039,0.875488
501.000000,0,-3,0,0,-1,0,-2,1,19.437500,5.250000,5.937500,0.224609,-0.665039,0.875488
507.000000,1,0,-3,-1,-3,1,-3,-2,10.625000,7.125000,8.250000,0.342773,-0.402832,0.959473
